Filename,Measure,BldgType,BldgLoc,BldgHVAC,Run Type,Cooling Capacity,Heating Capacity,Conditioned Area,Electricity Heating,Natural Gas Heating,Electricity Cooling,Electricity Fans,Unmet Hours Heating,Unmet Hours Cooling
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cPTAC-Base\instance0821000339\eplustbl.csv,M1,Htl,CZ16,cPTAC,Base,157028.37,0.0,6369.28,0.0,149628.77,51023.61,178122.1,3473.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cPTAC-Measure\instance0820224005\eplustbl.csv,M1,Htl,CZ01,cPTAC,Measure,116292.4,0.0,6369.28,0.0,124342.61,8097.78,104217.32,4116.83,0.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cPTAC-Measure\instance0820230309\eplustbl.csv,M1,Htl,CZ02,cPTAC,Measure,172239.47999999998,0.0,6369.28,0.0,84316.47,56473.73,120703.05,2392.67,60.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cPTAC-Measure\instance0820232433\eplustbl.csv,M1,Htl,CZ03,cPTAC,Measure,152181.27,0.0,6369.28,0.0,49525.9,31052.75,120168.19,1815.33,7.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cPTAC-Measure\instance0820234129\eplustbl.csv,M1,Htl,CZ04,cPTAC,Measure,186335.94999999998,0.0,6369.28,0.0,65785.13,101926.82,122082.14,1978.5,298.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cPTAC-Measure\instance0820235930\eplustbl.csv,M1,Htl,CZ05,cPTAC,Measure,147338.71,0.0,6369.28,0.0,37113.2,34430.81,119966.02,1503.67,30.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cPTAC-Measure\instance0821001554\eplustbl.csv,M1,Htl,CZ06,cPTAC,Measure,143722.6,0.0,6369.28,0.0,8984.44,67011.96,112673.44,431.17,28.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cPTAC-Measure\instance0821003057\eplustbl.csv,M1,Htl,CZ07,cPTAC,Measure,148723.54,0.0,6369.28,0.0,5729.42,65916.68,110493.03,377.5,22.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cPTAC-Measure\instance0821004742\eplustbl.csv,M1,Htl,CZ08,cPTAC,Measure,181063.32000000004,0.0,6369.28,0.0,10943.81,114971.91,122333.99,490.17,107.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cPTAC-Measure\instance0821010321\eplustbl.csv,M1,Htl,CZ09,cPTAC,Measure,188982.46,0.0,6369.28,0.0,19071.78,119419.36,126991.92,634.83,116.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cPTAC-Measure\instance0821012142\eplustbl.csv,M1,Htl,CZ10,cPTAC,Measure,193082.58,0.0,6369.28,0.0,19302.01,135986.25,124535.65,640.5,187.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cPTAC-Measure\instance0821013710\eplustbl.csv,M1,Htl,CZ11,cPTAC,Measure,202355.80000000002,0.0,6369.28,0.0,90646.46,158837.23,132692.64,2014.67,483.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cPTAC-Measure\instance0821015222\eplustbl.csv,M1,Htl,CZ12,cPTAC,Measure,182977.63,0.0,6369.28,0.0,86553.2,100168.04,120182.54,2141.17,166.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cPTAC-Measure\instance0821020632\eplustbl.csv,M1,Htl,CZ13,cPTAC,Measure,199056.62,0.0,6369.28,0.0,74248.57,168554.87,129852.72,1851.5,479.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cPTAC-Measure\instance0821022152\eplustbl.csv,M1,Htl,CZ14,cPTAC,Measure,195788.54,0.0,6369.28,0.0,60036.91,153933.55,130158.48,1734.0,511.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cPTAC-Measure\instance0821012839\eplustbl.csv,M1,Htl,CZ15,cPTAC,Measure,216562.34999999998,0.0,6369.28,0.0,6952.44,302495.58,132490.63,285.67,1006.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cPTAC-Measure\instance0821000136\eplustbl.csv,M1,Htl,CZ16,cPTAC,Measure,157028.37,0.0,6369.28,0.0,145900.86,52249.84,140750.33,3121.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cPVVG-Base\instance0820224306\eplustbl.csv,M1,Htl,CZ01,cPVVG,Base,116292.4,174131.39,6369.28,0.0,259771.78,7218.02,73939.29,18.5,0.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cPVVG-Base\instance0820230644\eplustbl.csv,M1,Htl,CZ02,cPVVG,Base,172239.47999999998,185118.52999999997,6369.28,0.0,181799.38,49401.76,91607.46,9.83,38.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cPVVG-Base\instance0820232621\eplustbl.csv,M1,Htl,CZ03,cPVVG,Base,152181.27,169623.6,6369.28,0.0,110195.76,26537.71,90875.63,8.67,6.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cPVVG-Base\instance0820234351\eplustbl.csv,M1,Htl,CZ04,cPVVG,Base,186335.94999999998,187512.23000000004,6369.28,0.0,146859.94,93151.73,96523.65,6.5,251.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cPVVG-Base\instance0821000115\eplustbl.csv,M1,Htl,CZ05,cPVVG,Base,147338.71,174980.54000000004,6369.28,0.0,98296.98,29184.04,91441.83,7.83,25.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cPVVG-Base\instance0821001738\eplustbl.csv,M1,Htl,CZ06,cPVVG,Base,143722.6,148440.4,6369.28,0.0,25476.39,60048.34,88859.61,2.17,23.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cPVVG-Base\instance0821003248\eplustbl.csv,M1,Htl,CZ07,cPVVG,Base,148723.54,148289.72,6369.28,0.0,20060.64,59285.03,86589.16,1.0,16.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cPVVG-Base\instance0821004932\eplustbl.csv,M1,Htl,CZ08,cPVVG,Base,181063.32000000004,162339.72999999998,6369.28,0.0,30602.57,105037.15,99289.21,0.67,94.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cPVVG-Base\instance0821010633\eplustbl.csv,M1,Htl,CZ09,cPVVG,Base,188982.46,164661.7,6369.28,0.0,45824.19,109418.33,102958.04,3.17,107.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cPVVG-Base\instance0821012330\eplustbl.csv,M1,Htl,CZ10,cPVVG,Base,193082.58,168708.19,6369.28,0.0,49155.14,125194.49,101927.66,2.83,169.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cPVVG-Base\instance0821013901\eplustbl.csv,M1,Htl,CZ11,cPVVG,Base,202355.80000000002,186704.91,6369.28,0.0,172259.56,150809.44,107212.09,5.17,459.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cPVVG-Base\instance0821015403\eplustbl.csv,M1,Htl,CZ12,cPVVG,Base,182977.63,181503.19,6369.28,0.0,170300.24,91869.25,93473.63,8.67,147.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cPVVG-Base\instance0821020825\eplustbl.csv,M1,Htl,CZ13,cPVVG,Base,199056.62,180848.35000000003,6369.28,0.0,143941.54,160484.66,106497.99,4.17,458.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cPVVG-Base\instance0821022515\eplustbl.csv,M1,Htl,CZ14,cPVVG,Base,195788.54,184399.27000000002,6369.28,0.0,130711.04,145557.43,106417.9,2.67,487.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cPVVG-Base\instance0821011803\eplustbl.csv,M1,Htl,CZ15,cPVVG,Base,216562.34999999998,163140.39,6369.28,0.0,20264.76,294645.82,119543.88,0.67,1002.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cPVVG-Base\instance0820235125\eplustbl.csv,M1,Htl,CZ16,cPVVG,Base,157028.37,178331.76,6369.28,0.0,272570.45,48358.31,103389.6,6.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cPVVG-Measure\instance0820224316\eplustbl.csv,M1,Htl,CZ01,cPVVG,Measure,116292.4,174131.39,6369.28,0.0,208370.93,8176.07,63282.93,9.67,0.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cPVVG-Measure\instance0820230644\eplustbl.csv,M1,Htl,CZ02,cPVVG,Measure,172239.47999999998,185118.52999999997,6369.28,0.0,142077.1,54328.94,80407.71,5.67,60.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cPVVG-Measure\instance0820232627\eplustbl.csv,M1,Htl,CZ03,cPVVG,Measure,152181.27,169623.6,6369.28,0.0,85882.82,29897.87,79573.5,3.83,7.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cPVVG-Measure\instance0820234358\eplustbl.csv,M1,Htl,CZ04,cPVVG,Measure,186335.94999999998,187512.23000000004,6369.28,0.0,111244.75,99046.56,85120.38,2.33,297.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cPVVG-Measure\instance0821000142\eplustbl.csv,M1,Htl,CZ05,cPVVG,Measure,147338.71,174980.54000000004,6369.28,0.0,70817.04,33272.68,80407.44,3.17,30.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cPVVG-Measure\instance0821001740\eplustbl.csv,M1,Htl,CZ06,cPVVG,Measure,143722.6,148440.4,6369.28,0.0,17317.59,65750.61,78419.34,0.5,28.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cPVVG-Measure\instance0821003332\eplustbl.csv,M1,Htl,CZ07,cPVVG,Measure,148723.54,148289.72,6369.28,0.0,12750.5,64535.26,76102.44,0.17,22.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cPVVG-Measure\instance0821004957\eplustbl.csv,M1,Htl,CZ08,cPVVG,Measure,181063.32000000004,162339.72999999998,6369.28,0.0,21030.98,111591.52,88023.01,0.17,107.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cPVVG-Measure\instance0821010633\eplustbl.csv,M1,Htl,CZ09,cPVVG,Measure,188982.46,164661.7,6369.28,0.0,33611.84,115354.28,91075.09,1.17,116.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cPVVG-Measure\instance0821012343\eplustbl.csv,M1,Htl,CZ10,cPVVG,Measure,193082.58,168708.19,6369.28,0.0,35230.02,131345.47,90142.99,1.17,187.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cPVVG-Measure\instance0821013913\eplustbl.csv,M1,Htl,CZ11,cPVVG,Measure,202355.80000000002,186704.91,6369.28,0.0,142561.92,155243.24,94721.31,2.83,483.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cPVVG-Measure\instance0821015411\eplustbl.csv,M1,Htl,CZ12,cPVVG,Measure,182977.63,181503.19,6369.28,0.0,138524.39,97139.06,82118.94,3.83,165.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cPVVG-Measure\instance0821020825\eplustbl.csv,M1,Htl,CZ13,cPVVG,Measure,199056.62,180848.35000000003,6369.28,0.0,118808.11,164671.28,94153.05,0.5,478.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cPVVG-Measure\instance0821022517\eplustbl.csv,M1,Htl,CZ14,cPVVG,Measure,195788.54,184399.27000000002,6369.28,0.0,98546.77,150149.43,93850.93,0.83,511.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cPVVG-Measure\instance0821011550\eplustbl.csv,M1,Htl,CZ15,cPVVG,Measure,216562.34999999998,163140.39,6369.28,0.0,13712.46,296901.23,106904.2,0.0,1006.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cPVVG-Measure\instance0820234923\eplustbl.csv,M1,Htl,CZ16,cPVVG,Measure,157028.37,178331.76,6369.28,0.0,228975.33,50862.9,89901.65,2.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M2-cDXGF-Base\instance0820224454\eplustbl.csv,M2,Htl,CZ01,cDXGF,Base,116292.4,203059.06,6369.28,0.0,2764.49,91268.4,134403.98,0.0,23.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M2-cDXGF-Base\instance0820230752\eplustbl.csv,M2,Htl,CZ02,cDXGF,Base,172239.47999999998,225245.37,6369.28,0.0,3133.45,129030.59,155408.06,0.0,24.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M2-cDXGF-Base\instance0820232820\eplustbl.csv,M2,Htl,CZ03,cDXGF,Base,152181.27,208523.97999999998,6369.28,0.0,1204.25,123478.52,156534.69,0.0,31.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M2-cDXGF-Base\instance0820234536\eplustbl.csv,M2,Htl,CZ04,cDXGF,Base,186335.94999999998,228880.41000000003,6369.28,0.0,2216.27,153154.76,157817.56,0.0,24.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M2-cDXGF-Base\instance0821000242\eplustbl.csv,M2,Htl,CZ05,cDXGF,Base,147338.71,213853.09999999998,6369.28,0.0,564.08,126066.67,157028.97,0.0,34.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M2-cDXGF-Base\instance0821001915\eplustbl.csv,M2,Htl,CZ06,cDXGF,Base,143722.6,187211.64,6369.28,0.0,6.13,149215.83,147859.03,0.0,51.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M2-cDXGF-Base\instance0821003501\eplustbl.csv,M2,Htl,CZ07,cDXGF,Base,148723.54,186200.48,6369.28,0.0,0.0,147689.79,145254.43,0.0,51.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M2-cDXGF-Base\instance0821005048\eplustbl.csv,M2,Htl,CZ08,cDXGF,Base,181063.32000000004,205066.53999999998,6369.28,0.0,8.34,172510.38,158765.15,0.0,45.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M2-cDXGF-Base\instance0821010704\eplustbl.csv,M2,Htl,CZ09,cDXGF,Base,188982.46,208585.22,6369.28,0.0,95.85,173120.25,164737.14,0.0,42.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M2-cDXGF-Base\instance0821012512\eplustbl.csv,M2,Htl,CZ10,cDXGF,Base,193082.58,211367.04,6369.28,0.0,44.38,173234.95,161750.99,0.0,41.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M2-cDXGF-Base\instance0821014039\eplustbl.csv,M2,Htl,CZ11,cDXGF,Base,202355.80000000002,232684.80000000002,6369.28,0.0,6162.01,172700.0,167746.33,0.0,30.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M2-cDXGF-Base\instance0821015527\eplustbl.csv,M2,Htl,CZ12,cDXGF,Base,182977.63,222856.2,6369.28,0.0,3892.31,147872.84,153475.1,0.0,30.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M2-cDXGF-Base\instance0821021009\eplustbl.csv,M2,Htl,CZ13,cDXGF,Base,199056.62,226204.06,6369.28,0.0,3443.75,181293.87,165074.33,0.0,36.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M2-cDXGF-Base\instance0821022712\eplustbl.csv,M2,Htl,CZ14,cDXGF,Base,195788.54,227104.20999999996,6369.28,0.0,1105.99,178249.37,167552.66,0.0,25.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M2-cDXGF-Base\instance0821010835\eplustbl.csv,M2,Htl,CZ15,cDXGF,Base,216562.34999999998,209284.56000000003,6369.28,0.0,2.45,245202.11,168565.08,0.0,49.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M2-cDXGF-Base\instance0820234243\eplustbl.csv,M2,Htl,CZ16,cDXGF,Base,157028.37,219563.13,6369.28,0.0,12052.84,132571.25,178069.72,0.0,26.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M2-cDXGF-Measure\instance0820224458\eplustbl.csv,M2,Htl,CZ01,cDXGF,Measure,116292.4,203059.06,6369.28,0.0,2973.17,86126.98,103752.41,0.0,0.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M2-cDXGF-Measure\instance0820230903\eplustbl.csv,M2,Htl,CZ02,cDXGF,Measure,172239.47999999998,225245.37,6369.28,0.0,3319.66,122901.42,120290.0,0.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M2-cDXGF-Measure\instance0820232921\eplustbl.csv,M2,Htl,CZ03,cDXGF,Measure,152181.27,208523.97999999998,6369.28,0.0,1307.54,117514.35,121651.22,0.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M2-cDXGF-Measure\instance0820234607\eplustbl.csv,M2,Htl,CZ04,cDXGF,Measure,186335.94999999998,228880.41000000003,6369.28,0.0,2357.63,146557.59,121752.59,0.0,0.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M2-cDXGF-Measure\instance0821000311\eplustbl.csv,M2,Htl,CZ05,cDXGF,Measure,147338.71,213853.09999999998,6369.28,0.0,614.26,120061.88,122130.6,0.0,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M2-cDXGF-Measure\instance0821001932\eplustbl.csv,M2,Htl,CZ06,cDXGF,Measure,143722.6,187211.64,6369.28,0.0,8.36,143324.69,113893.83,0.0,11.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M2-cDXGF-Measure\instance0821003501\eplustbl.csv,M2,Htl,CZ07,cDXGF,Measure,148723.54,186200.48,6369.28,0.0,0.5,141727.85,111657.24,0.0,8.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M2-cDXGF-Measure\instance0821005122\eplustbl.csv,M2,Htl,CZ08,cDXGF,Measure,181063.32000000004,205066.53999999998,6369.28,0.0,11.42,165952.36,122698.07,0.0,6.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M2-cDXGF-Measure\instance0821010833\eplustbl.csv,M2,Htl,CZ09,cDXGF,Measure,188982.46,208585.22,6369.28,0.0,106.33,166217.93,127312.08,0.0,3.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M2-cDXGF-Measure\instance0821012525\eplustbl.csv,M2,Htl,CZ10,cDXGF,Measure,193082.58,211367.04,6369.28,0.0,51.36,166172.1,124605.73,0.0,5.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M2-cDXGF-Measure\instance0821014100\eplustbl.csv,M2,Htl,CZ11,cDXGF,Measure,202355.80000000002,232684.80000000002,6369.28,0.0,6454.12,165403.52,129524.39,0.0,8.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M2-cDXGF-Measure\instance0821015551\eplustbl.csv,M2,Htl,CZ12,cDXGF,Measure,182977.63,222856.2,6369.28,0.0,4121.69,141424.22,118114.11,0.0,1.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M2-cDXGF-Measure\instance0821021020\eplustbl.csv,M2,Htl,CZ13,cDXGF,Measure,199056.62,226204.06,6369.28,0.0,3620.67,174051.94,127392.3,0.0,11.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M2-cDXGF-Measure\instance0821022712\eplustbl.csv,M2,Htl,CZ14,cDXGF,Measure,195788.54,227104.20999999996,6369.28,0.0,1181.69,170508.59,128812.43,0.0,7.17
